date,home_team,home_score,away_team,away_score,attendance,game_id_url,game_id,playoff_game,home_team_rank,away_team_rank
10/12/2024,American Int'l Yellow Jackets,14,Franklin Pierce,41,"1,282",/contests/5366399/box_score,5366399,0,NA,NA
10/12/2024,Winston-Salem,34,Shaw Bears,14,"3,000",/contests/5366400/box_score,5366400,0,NA,NA
10/12/2024,UNC Pembroke Braves,67,West Liberty,20,"2,107",/contests/5366403/box_score,5366403,0,NA,NA
10/12/2024,Lincoln (PA),37,Bluefield St. Big Blue,13,"4,108",/contests/5366404/box_score,5366404,0,NA,NA
10/12/2024,Charleston  Golden Eagles,42,Wheeling,23,"1,269",/contests/5366405/box_score,5366405,0,NA,NA
10/12/2024,Assumption Greyhounds,16,Bentley,13,856,/contests/5366410/box_score,5366410,0,NA,NA
10/12/2024,MSU Moorhead Dragons,19,Minnesota St.,24,"1,678",/contests/5366413/box_score,5366413,0,NA,NA
10/12/2024,Kutztown Golden Bears,24,Lock Haven,0,"2,550",/contests/5366414/box_score,5366414,0,NA,NA
10/12/2024,Colo. Sch. of Mines Orediggers,45,South Dakota Mines,20,"3,472",/contests/5366420/box_score,5366420,0,NA,NA
10/12/2024,Findlay,21,Ashland Eagles,41,730,/contests/5366421/box_score,5366421,0,NA,NA
10/12/2024,Thomas More,3,Northwood Timberwolves,20,"2,071",/contests/5366423/box_score,5366423,0,NA,NA
10/12/2024,Millersville Marauders,27,Shippensburg,35,"1,498",/contests/5366424/box_score,5366424,0,NA,NA
10/12/2024,Pace Setters,26,St. Anselm,20,300,/contests/5366425/box_score,5366425,0,NA,NA
10/12/2024,Michigan Tech,20,Davenport Panthers,24,"1,231",/contests/5366428/box_score,5366428,0,NA,NA
10/12/2024,West Chester,35,Shepherd Rams,14,"1,777",/contests/5366429/box_score,5366429,0,NA,NA
10/12/2024,Post Eagles,27,Southern Conn. St.,31,500,/contests/5366433/box_score,5366433,0,NA,NA
10/12/2024,Minn. Duluth Bulldogs,21,Northern St.,24,"2,089",/contests/5366434/box_score,5366434,0,NA,NA
10/12/2024,Ouachita Baptist,40,East Central Tigers,0,"5,875",/contests/5366439/box_score,5366439,0,NA,NA
10/12/2024,Mars Hill,27,Carson-Newman Eagles,28,"3,250",/contests/5366449/box_score,5366449,0,NA,NA
10/12/2024,Lenoir-Rhyne Bears,24,Newberry,3,"6,017",/contests/5366458/box_score,5366458,0,NA,NA
10/12/2024,Central St.  Marauders,20,Clark Atlanta,25,"6,630",/contests/5366464/box_score,5366464,0,NA,NA
10/12/2024,McKendree Bearcats,37,Southwest Baptist,14,"1,514",/contests/5366472/box_score,5366472,0,NA,NA
10/12/2024,Central Mo. Mules,28,Missouri Western,38,"7,022",/contests/5366477/box_score,5366477,0,NA,NA
10/12/2024,Adams St. Grizzlies,10,Colorado Mesa,52,400,/contests/5366482/box_score,5366482,0,NA,NA
10/12/2024,West Va. Wesleyan,21,Fairmont St. Falcons,40,421,/contests/5366486/box_score,5366486,0,NA,NA
10/12/2024,Kentucky St.,23,Benedict Tigers,21,"1,057",/contests/5366488/box_score,5366488,0,NA,NA
10/12/2024,Slippery Rock,35,Gannon Golden Knights,17,"9,787",/contests/5366495/box_score,5366495,0,NA,NA
10/12/2024,Black Hills St. Yellow Jackets,14,Western Colo.,35,"2,476",/contests/5366496/box_score,5366496,0,NA,NA
10/12/2024,Virginia Union,35,Elizabeth City St. Vikings,0,"4,336",/contests/5366497/box_score,5366497,0,NA,NA
10/12/2024,Roosevelt  Lakers,14,Saginaw Valley,27,812,/contests/5366498/box_score,5366498,0,NA,NA
10/12/2024,Upper Iowa Peacocks,38,William Jewell,31,"2,080",/contests/5366500/box_score,5366500,0,NA,NA
10/12/2024,Sioux Falls,35,Concordia-St. Paul Golden Bears,21,"1,701",/contests/5366501/box_score,5366501,0,NA,NA
10/12/2024,Minot St.,7,Augustana  Vikings,20,"1,512",/contests/5366502/box_score,5366502,0,NA,NA
10/12/2024,Mo. Southern St.,30,Emporia St. Hornets,49,"1,937",/contests/5366503/box_score,5366503,0,NA,NA
10/12/2024,Central Okla. Bronchos,48,Northwest Mo. St.,20,"2,248",/contests/5366504/box_score,5366504,0,NA,NA
10/12/2024,Miles,32,Albany St.  Golden Rams,21,"2,217",/contests/5366510/box_score,5366510,0,NA,NA
10/12/2024,Glenville St.,9,Frostburg St. Bobcats,41,"2,000",/contests/5366522/box_score,5366522,0,NA,NA
10/12/2024,West Virginia St.,44,Concord Mountain Lions,14,"3,421",/contests/5366523/box_score,5366523,0,NA,NA
10/12/2024,Western Ore.,49,Eastern N.M. Greyhounds,20,"1,437",/contests/5366525/box_score,5366525,0,NA,NA
10/12/2024,Virginia St.,38,Bowie St. Bulldogs,17,"4,793",/contests/5366535/box_score,5366535,0,NA,NA
10/12/2024,UVA Wise,13,Anderson  Trojans,20,"2,275",/contests/5366536/box_score,5366536,0,NA,NA
10/12/2024,Southern Nazarene,21,Henderson St. Reddies,48,"1,847",/contests/5366540/box_score,5366540,0,NA,NA
10/12/2024,N.M. Highlands,33,Chadron St. Eagles,30,"2,142",/contests/5366543/box_score,5366543,0,NA,NA
10/12/2024,Bloomsburg Huskies,0,East Stroudsburg,31,"3,269",/contests/5366545/box_score,5366545,0,NA,NA
10/12/2024,Fort Lewis,24,CSU Pueblo ThunderWolves,58,"1,795",/contests/5366546/box_score,5366546,0,NA,NA
10/12/2024,Tusculum,21,Emory & Henry Wasps,23,"1,672",/contests/5366550/box_score,5366550,0,NA,NA
10/12/2024,Winona St.,48,Mary Marauders,7,"3,244",/contests/5366552/box_score,5366552,0,NA,NA
10/12/2024,Livingstone,24,Fayetteville St. Broncos,19,"3,579",/contests/5366553/box_score,5366553,0,NA,NA
10/12/2024,Edinboro Fighting Scots,27,Indiana (PA),23,"3,678",/contests/5366554/box_score,5366554,0,NA,NA
10/12/2024,Harding Bisons,62,Northwestern Okla.,0,"2,100",/contests/5366559/box_score,5366559,0,NA,NA
10/12/2024,Ark.-Monticello Boll Weevils,0,Southeastern Okla.,27,"2,738",/contests/5366560/box_score,5366560,0,NA,NA
10/12/2024,Lane Dragons,17,Tuskegee,27,712,/contests/5366565/box_score,5366565,0,NA,NA
10/12/2024,Fort Valley St.,49,Allen,40,"26,730",/contests/5366566/box_score,5366566,0,NA,NA
10/12/2024,"Neb.-Kearney Antelopes, Lopers",10,Pittsburg St.,20,"4,135",/contests/5366568/box_score,5366568,0,NA,NA
10/12/2024,Chowan Hawks,31,Shorter,27,627,/contests/5366569/box_score,5366569,0,NA,NA
10/12/2024,Mississippi Col. Choctaws,0,West Ala.,26,"3,154",/contests/5366570/box_score,5366570,0,NA,NA
10/12/2024,Hillsdale Chargers,35,Walsh,36,"3,076",/contests/5366581/box_score,5366581,0,NA,NA
10/12/2024,Ky. Wesleyan Panthers,23,Lake Erie,29,540,/contests/5366582/box_score,5366582,0,NA,NA
10/12/2024,Tiffin,31,Ohio Dominican Panthers,13,"2,412",/contests/5366583/box_score,5366583,0,NA,NA
10/12/2024,Seton Hill,21,California  Vulcans,28,650,/contests/5366584/box_score,5366584,0,NA,NA
10/12/2024,Arkansas Tech Wonder Boys,29,Southwestern Okla.,19,"4,129",/contests/5366587/box_score,5366587,0,NA,NA
10/05/2024,Delta St. Statesmen,54,Chowan,9,"1,347",/contests/5366588/box_score,5366588,0,NA,NA
10/12/2024,Southwest Minn. St. Mustangs,7,Wayne St. (NE),41,"2,372",/contests/5366592/box_score,5366592,0,NA,NA
10/12/2024,Central Wash. Wildcats,13,Tex. Permian Basin,14,"5,112",/contests/5366595/box_score,5366595,0,NA,NA
10/12/2024,Wayne St. (MI),14,Ferris St. Bulldogs,27,"2,121",/contests/5366596/box_score,5366596,0,NA,NA
10/12/2024,Catawba Catawba Indians,33,Limestone,36,"1,770",/contests/5366597/box_score,5366597,0,NA,NA
10/12/2024,Wingate,50,Barton Bulldogs,0,"2,121",/contests/5366603/box_score,5366603,0,NA,NA
10/12/2024,Northeastern St.,55,Lincoln  Blue Tigers,7,"2,822",/contests/5366604/box_score,5366604,0,NA,NA
10/12/2024,Angelo St. Rams,38,Tex. A&M-Kingsville,0,"5,237",/contests/5366605/box_score,5366605,0,NA,NA
10/05/2024,McKendree,10,Quincy Hawks,34,"3,156",/contests/5366606/box_score,5366606,0,NA,NA
10/12/2024,Truman St.,48,Missouri S&T Miners,17,"1,548",/contests/5366607/box_score,5366607,0,NA,NA
10/12/2024,Savannah St. Tigers,30,Lincoln (CA),18,"1,760",/contests/5366611/box_score,5366611,0,NA,NA
10/12/2024,Fort Hays St. Tigers,38,Washburn,7,"5,525",/contests/5366615/box_score,5366615,0,NA,NA
10/12/2024,Grand Valley St. Lakers,49,Northern Mich.,17,"7,002",/contests/5366616/box_score,5366616,0,NA,NA
10/12/2024,North Greenville Crusaders,24,Valdosta St.,32,"1,874",/contests/5366617/box_score,5366617,0,NA,NA
10/12/2024,Midwestern St. Mustangs,40,Sul Ross St.,21,"5,127",/contests/5366618/box_score,5366618,0,NA,NA
10/12/2024,West Tex. A&M Buffaloes,42,Western N.M.,17,"8,147",/contests/5366619/box_score,5366619,0,NA,NA
10/19/2024,Ohio Dominican,10,Findlay Oilers,26,"1,023",/contests/5366630/box_score,5366630,0,NA,NA
10/19/2024,Wheeling,35,West Virginia St. Yellow Jackets,33,500,/contests/5366636/box_score,5366636,0,NA,NA
10/19/2024,Fairmont St. Falcons,37,UNC Pembroke,28,731,/contests/5366637/box_score,5366637,0,NA,NA
10/19/2024,Eastern N.M. Greyhounds,24,West Tex. A&M,42,"3,552",/contests/5366640/box_score,5366640,0,NA,NA
10/19/2024,Walsh,21,Tiffin Dragons,38,"2,913",/contests/5366647/box_score,5366647,0,NA,NA
10/19/2024,Limestone Saints,12,Wingate,38,"2,200",/contests/5366648/box_score,5366648,0,NA,NA
10/19/2024,Thomas More,3,Ashland Eagles,28,"1,725",/contests/5366653/box_score,5366653,0,NA,NA
10/19/2024,Clarion Golden Eagles,29,Edinboro,28,"1,124",/contests/5366654/box_score,5366654,0,NA,NA
10/19/2024,Shepherd,35,Millersville Marauders,21,"5,413",/contests/5366658/box_score,5366658,0,NA,NA
10/19/2024,Concordia-St. Paul Golden Bears,31,MSU Moorhead,34,"2,056",/contests/5366662/box_score,5366662,0,NA,NA
10/19/2024,Mary Marauders,0,Wayne St. (NE),30,"1,106",/contests/5366663/box_score,5366663,0,NA,NA
10/19/2024,Lincoln  Blue Tigers,3,Upper Iowa,31,979,/contests/5366664/box_score,5366664,0,NA,NA
10/19/2024,Tuskegee,38,Kentucky St. Thorobreds,24,"3,712",/contests/5366668/box_score,5366668,0,NA,NA
10/19/2024,Elizabeth City St. Vikings,7,Virginia St.,36,"1,247",/contests/5366673/box_score,5366673,0,NA,NA
10/19/2024,Carson-Newman Eagles,35,UVA Wise,23,"3,311",/contests/5366677/box_score,5366677,0,NA,NA
10/19/2024,Franklin Pierce Ravens,55,Post,20,240,/contests/5366678/box_score,5366678,0,NA,NA
10/19/2024,Bentley,27,American Int'l Yellow Jackets,14,"1,200",/contests/5366683/box_score,5366683,0,NA,NA
10/19/2024,Northwood,20,Ky. Wesleyan Panthers,27,"1,321",/contests/5366688/box_score,5366688,0,NA,NA
10/19/2024,Clark Atlanta Panthers,28,Miles,49,"14,809",/contests/5366696/box_score,5366696,0,NA,NA
10/19/2024,McKendree Bearcats,34,UIndy,42,"1,007",/contests/5366700/box_score,5366700,0,NA,NA
10/19/2024,Colorado Mesa Mavericks,21,N.M. Highlands,10,"3,766",/contests/5366702/box_score,5366702,0,NA,NA
10/19/2024,Southern Conn. St.,0,New Haven Chargers,21,"2,413",/contests/5366705/box_score,5366705,0,NA,NA
10/19/2024,Anderson  Trojans,3,Emory & Henry,34,"2,446",/contests/5366706/box_score,5366706,0,NA,NA
10/19/2024,Shippensburg,2,Kutztown Golden Bears,31,"4,876",/contests/5366708/box_score,5366708,0,NA,NA
10/19/2024,Northeastern St.,57,Central Okla. Bronchos,64,"2,534",/contests/5366711/box_score,5366711,0,NA,NA
10/19/2024,Bemidji St. Beavers,21,Minot St.,9,"1,015",/contests/5366713/box_score,5366713,0,NA,NA
10/19/2024,Adams St. Grizzlies,14,Colo. Sch. of Mines,56,450,/contests/5366714/box_score,5366714,0,NA,NA
10/19/2024,Concord Mountain Lions,21,Glenville St.,24,"2,060",/contests/5366728/box_score,5366728,0,NA,NA
10/19/2024,Northern Mich. Wildcats,10,Roosevelt,16,"2,261",/contests/5366733/box_score,5366733,0,NA,NA
10/19/2024,Ferris St. Bulldogs,51,Michigan Tech,13,"4,720",/contests/5366734/box_score,5366734,0,NA,NA
10/19/2024,Augustana  Vikings,31,Winona St.,0,"2,696",/contests/5366735/box_score,5366735,0,NA,NA
10/19/2024,CSU Pueblo,24,Black Hills St. Yellow Jackets,21,"5,278",/contests/5366736/box_score,5366736,0,NA,NA
10/19/2024,Western Colo.,35,South Dakota Mines Hardrockers,24,"1,085",/contests/5366737/box_score,5366737,0,NA,NA
10/19/2024,Chadron St. Eagles,55,Fort Lewis,13,"2,718",/contests/5366738/box_score,5366738,0,NA,NA
10/19/2024,Bowie St.,54,Bluefield St. Big Blue,0,"4,436",/contests/5366740/box_score,5366740,0,NA,NA
10/19/2024,Johnson C. Smith Golden Bulls,21,Shaw,14,"5,387",/contests/5366741/box_score,5366741,0,NA,NA
10/19/2024,Sioux Falls,24,Minn. Duluth Bulldogs,21,"2,579",/contests/5366744/box_score,5366744,0,NA,NA
10/12/2024,UIndy,47,Quincy Hawks,10,"3,280",/contests/5366745/box_score,5366745,0,NA,NA
10/19/2024,Washburn,42,Mo. Southern St. Lions,21,"4,375",/contests/5366746/box_score,5366746,0,NA,NA
10/19/2024,Frostburg St.,7,Charleston  Golden Eagles,48,"3,550",/contests/5366747/box_score,5366747,0,NA,NA
10/19/2024,St. Anselm,20,Assumption Greyhounds,14,718,/contests/5366749/box_score,5366749,0,NA,NA
10/19/2024,Lincoln  Lions,12,Virginia Union,63,"1,123",/contests/5366775/box_score,5366775,0,NA,NA
10/19/2024,Chowan Hawks,6,West Florida,35,478,/contests/5366776/box_score,5366776,0,NA,NA
10/19/2024,West Liberty Hilltoppers,21,West Va. Wesleyan,9,"4,352",/contests/5366777/box_score,5366777,0,NA,NA
10/19/2024,William Jewell,28,Missouri S&T Miners,49,750,/contests/5366778/box_score,5366778,0,NA,NA
10/19/2024,Indiana  Crimson Hawks,20,Seton Hill,13,"4,394",/contests/5366791/box_score,5366791,0,NA,NA
10/19/2024,Pittsburg St.,18,Fort Hays St. Tigers,17,"9,265",/contests/5366793/box_score,5366793,0,NA,NA
10/19/2024,Northwest Mo. St.,30,Central Mo. Mules,35,"4,572",/contests/5366795/box_score,5366795,0,NA,NA
10/19/2024,Davenport Panthers,43,Wayne St. (MI),26,"1,445",/contests/5366797/box_score,5366797,0,NA,NA
10/19/2024,Barton Bulldogs,0,Lenoir-Rhyne,20,"3,055",/contests/5366798/box_score,5366798,0,NA,NA
10/12/2024,Chowan,31,Shorter Hawks,27,627,/contests/5366800/box_score,5366800,0,NA,NA
10/19/2024,Missouri Western Griffons,23,Neb.-Kearney,24,"3,119",/contests/5366802/box_score,5366802,0,NA,NA
10/19/2024,Southeastern Okla. Savage Storm,40,Southern Nazarene,14,"1,633",/contests/5366807/box_score,5366807,0,NA,NA
10/19/2024,Ark.-Monticello Boll Weevils,24,Arkansas Tech,13,"1,432",/contests/5366808/box_score,5366808,0,NA,NA
10/19/2024,South Carolina St.,30,Fort Valley St. Wildcats,3,"12,179",/contests/5366809/box_score,5366809,0,NA,NA
10/19/2024,Lane,27,Central St.  Marauders,24,912,/contests/5366813/box_score,5366813,0,NA,NA
10/19/2024,Albany St.  Golden Rams,52,Morehouse,6,"7,304",/contests/5366814/box_score,5366814,0,NA,NA
10/19/2024,Southern Ark.,42,Henderson St. Reddies,19,"4,168",/contests/5366817/box_score,5366817,0,NA,NA
10/12/2024,Mars Hill Lions,27,Carson-Newman,28,"3,250",/contests/5366818/box_score,5366818,0,NA,NA
10/19/2024,Lake Erie,10,Hillsdale Chargers,28,250,/contests/5366823/box_score,5366823,0,NA,NA
10/19/2024,Valdosta St.,35,Mississippi Col. Choctaws,10,"3,885",/contests/5366824/box_score,5366824,0,NA,NA
10/19/2024,Saginaw Valley,9,Grand Valley St. Lakers,16,"8,586",/contests/5366827/box_score,5366827,0,NA,NA
10/19/2024,California  Vulcans,28,Slippery Rock,7,"5,321",/contests/5366829/box_score,5366829,0,NA,NA
10/19/2024,East Central Tigers,20,Northwestern Okla.,14,"1,682",/contests/5366832/box_score,5366832,0,NA,NA
10/12/2024,West Florida,40,Delta St. Statesmen,28,"4,552",/contests/5366842/box_score,5366842,0,NA,NA
10/19/2024,Livingstone Blue Bears,17,Winston-Salem,31,"2,000",/contests/5366845/box_score,5366845,0,NA,NA
10/19/2024,Edward Waters Tigers,20,Savannah St.,27,830,/contests/5366847/box_score,5366847,0,NA,NA
10/19/2024,Okla. Baptist Bison,35,Southwestern Okla.,17,"3,079",/contests/5366848/box_score,5366848,0,NA,NA
10/19/2024,Catawba Catawba Indians,21,Newberry,27,"2,094",/contests/5366851/box_score,5366851,0,NA,NA
10/19/2024,Tex. Permian Basin Falcons,27,Western Ore.,30,"3,515",/contests/5366853/box_score,5366853,0,NA,NA
10/19/2024,Lock Haven,35,Bloomsburg Huskies,32,"2,103",/contests/5366856/box_score,5366856,0,NA,NA
10/19/2024,East Stroudsburg Warriors,45,West Chester,31,"4,833",/contests/5366858/box_score,5366858,0,NA,NA
10/19/2024,Northern St. Wolves,41,Southwest Minn. St.,7,"4,301",/contests/5366859/box_score,5366859,0,NA,NA
10/19/2024,Midwestern St.,7,Angelo St. Rams,44,"5,153",/contests/5366866/box_score,5366866,0,NA,NA
10/19/2024,Sul Ross St. Lobos  *NCAA Division II Reclassifying Member,34,Western N.M.,20,208,/contests/5366867/box_score,5366867,0,NA,NA
10/19/2024,Tex. A&M-Kingsville,0,Central Wash. Wildcats,31,"4,500",/contests/5366868/box_score,5366868,0,NA,NA
10/19/2024,Ouachita Baptist,17,Harding Bisons,13,"7,322",/contests/5366870/box_score,5366870,0,NA,NA
10/19/2024,Allen,27,Benedict,34,412,/contests/5366871/box_score,5366871,0,NA,NA
10/24/2024,Frostburg St. Bobcats,25,Wheeling,26,"1,276",/contests/5366872/box_score,5366872,0,NA,NA
10/26/2024,Ohio Dominican Panthers,16,Walsh,7,"1,173",/contests/5366877/box_score,5366877,0,NA,NA
10/26/2024,Western N.M.,34,Eastern N.M. Greyhounds,41,458,/contests/5366879/box_score,5366879,0,NA,NA
10/26/2024,UNC Pembroke Braves,62,West Virginia St.,17,"5,382",/contests/5366883/box_score,5366883,0,NA,NA
10/25/2024,Charleston  Golden Eagles,50,Fairmont St.,30,"1,229",/contests/5366884/box_score,5366884,0,NA,NA
10/26/2024,Glenville St. Pioneers,37,West Liberty,14,750,/contests/5366885/box_score,5366885,0,NA,NA
10/26/2024,MSU Moorhead Dragons,38,Southwest Minn. St.,6,"1,234",/contests/5366893/box_score,5366893,0,NA,NA
10/26/2024,Wayne St. (NE),13,Sioux Falls Cougars,23,"1,637",/contests/5366901/box_score,5366901,0,NA,NA
10/26/2024,Colo. Sch. of Mines Orediggers,28,Western Colo.,38,"7,813",/contests/5366902/box_score,5366902,0,NA,NA
10/26/2024,Thomas More,17,Findlay Oilers,34,"1,222",/contests/5366906/box_score,5366906,0,NA,NA
10/26/2024,Ky. Wesleyan,7,Hillsdale Chargers,41,650,/contests/5366907/box_score,5366907,0,NA,NA
10/26/2024,Assumption Greyhounds,19,New Haven,14,"1,764",/contests/5366908/box_score,5366908,0,NA,NA
10/26/2024,Tiffin,63,Lake Erie Storm,10,"2,119",/contests/5366913/box_score,5366913,0,NA,NA
10/26/2024,Michigan Tech Huskies,39,Northern Mich.,9,"1,984",/contests/5366916/box_score,5366916,0,NA,NA
10/26/2024,Edinboro Fighting Scots,21,Gannon,25,"1,246",/contests/5366917/box_score,5366917,0,NA,NA
10/26/2024,California  Vulcans,16,Indiana (PA),13,"3,114",/contests/5366918/box_score,5366918,0,NA,NA
10/26/2024,Minn. Duluth Bulldogs,35,Minot St.,21,"1,535",/contests/5366921/box_score,5366921,0,NA,NA
10/26/2024,Upper Iowa,13,UIndy Greyhounds,40,"1,856",/contests/5366923/box_score,5366923,0,NA,NA
10/26/2024,Concordia-St. Paul Golden Bears,34,Northern St.,35,"1,163",/contests/5366925/box_score,5366925,0,NA,NA
10/26/2024,East Stroudsburg Warriors,38,Lock Haven,35,"2,789",/contests/5366936/box_score,5366936,0,NA,NA
10/26/2024,Henderson St.,42,Ark.-Monticello Boll Weevils,7,"3,218",/contests/5366937/box_score,5366937,0,NA,NA
10/26/2024,Elizabeth City St. Vikings,20,Lincoln (PA),21,"3,272",/contests/5366938/box_score,5366938,0,NA,NA
10/26/2024,Wayne St. (MI),10,Saginaw Valley Cardinals,37,"2,726",/contests/5366941/box_score,5366941,0,NA,NA
10/26/2024,Southern Conn. St.,24,Franklin Pierce Ravens,35,"1,018",/contests/5366942/box_score,5366942,0,NA,NA
10/26/2024,Lenoir-Rhyne Bears,21,Limestone,19,"6,104",/contests/5366950/box_score,5366950,0,NA,NA
10/26/2024,Central St.  Marauders,14,Tuskegee,30,"1,103",/contests/5366955/box_score,5366955,0,NA,NA
10/26/2024,Fort Hays St. Tigers,53,Mo. Southern St.,9,"2,675",/contests/5366956/box_score,5366956,0,NA,NA
10/26/2024,Missouri S&T,63,Lincoln  Blue Tigers,21,"2,822",/contests/5366957/box_score,5366957,0,NA,NA
10/26/2024,Southwest Baptist Bearcats,27,William Jewell,28,"1,230",/contests/5366963/box_score,5366963,0,NA,NA
10/26/2024,Minnesota St.,16,Augustana  Vikings,34,"6,726",/contests/5366976/box_score,5366976,0,NA,NA
10/19/2024,Delta St. Statesmen,21,West Ala.,6,"1,783",/contests/5366977/box_score,5366977,0,NA,NA
10/26/2024,Tusculum,30,Anderson  Trojans,28,"1,119",/contests/5366984/box_score,5366984,0,NA,NA
10/26/2024,Emory & Henry,17,Carson-Newman Eagles,10,"5,118",/contests/5366985/box_score,5366985,0,NA,NA
10/26/2024,Ashland Eagles,9,Northwood,7,"2,311",/contests/5366987/box_score,5366987,0,NA,NA
10/26/2024,Pace,7,American Int'l Yellow Jackets,14,"2,147",/contests/5366988/box_score,5366988,0,NA,NA
10/26/2024,Kentucky St.,23,Allen,20,563,/contests/5366990/box_score,5366990,0,NA,NA
10/26/2024,Winona St.,31,Bemidji St. Beavers,28,"1,971",/contests/5366995/box_score,5366995,0,NA,NA
10/26/2024,Winston-Salem,15,Johnson C. Smith Golden Bulls,24,"8,460",/contests/5367001/box_score,5367001,0,NA,NA
10/26/2024,Roosevelt,14,Davenport Panthers,19,692,/contests/5367002/box_score,5367002,0,NA,NA
10/26/2024,Post,28,Bentley Falcons,61,150,/contests/5367004/box_score,5367004,0,NA,NA
10/26/2024,Bowie St. Bulldogs,28,Virginia Union,56,"2,583",/contests/5367005/box_score,5367005,0,NA,NA
10/26/2024,Western Ore.,14,Tex. A&M-Kingsville Javelinas,21,"1,257",/contests/5367023/box_score,5367023,0,NA,NA
10/26/2024,Central Mo. Mules,31,Washburn,28,"9,242",/contests/5367030/box_score,5367030,0,NA,NA
10/19/2024,Mars Hill Lions,30,Tusculum,3,"2,675",/contests/5367036/box_score,5367036,0,NA,NA
10/26/2024,Albany St.  Golden Rams,42,Edward Waters,34,500,/contests/5367037/box_score,5367037,0,NA,NA
10/26/2024,Kutztown Golden Bears,24,Shepherd,0,"4,166",/contests/5367041/box_score,5367041,0,NA,NA
10/26/2024,Southern Nazarene,30,East Central Tigers,31,"2,144",/contests/5367043/box_score,5367043,0,NA,NA
10/26/2024,Bloomsburg Huskies,20,Shippensburg,10,"1,268",/contests/5367048/box_score,5367048,0,NA,NA
10/26/2024,Fort Lewis,0,Colorado Mesa Mavericks,49,"2,126",/contests/5367051/box_score,5367051,0,NA,NA
10/26/2024,West Va. Wesleyan,31,Concord Mountain Lions,33,400,/contests/5367053/box_score,5367053,0,NA,NA
10/26/2024,West Chester,41,Millersville Marauders,23,"6,067",/contests/5367054/box_score,5367054,0,NA,NA
10/26/2024,Truman St.,21,McKendree Bearcats,28,"3,951",/contests/5367057/box_score,5367057,0,NA,NA
10/26/2024,Central Okla. Bronchos,21,Pittsburg St.,35,"9,085",/contests/5367058/box_score,5367058,0,NA,NA
10/26/2024,Northwestern Okla. Rangers,30,Okla. Baptist,28,"3,789",/contests/5367061/box_score,5367061,0,NA,NA
10/26/2024,Southwestern Okla.,15,Southeastern Okla. Savage Storm,30,"4,173",/contests/5367062/box_score,5367062,0,NA,NA
10/26/2024,Arkansas Tech Wonder Boys,7,Ouachita Baptist,38,"2,871",/contests/5367064/box_score,5367064,0,NA,NA
10/26/2024,Benedict Tigers,14,Miles,26,"6,800",/contests/5367068/box_score,5367068,0,NA,NA
10/26/2024,Morehouse,20,Fort Valley St. Wildcats,42,"11,687",/contests/5367069/box_score,5367069,0,NA,NA
10/26/2024,West Ala.,38,Chowan Hawks,0,"1,584",/contests/5367071/box_score,5367071,0,NA,NA
10/26/2024,Fayetteville St. Broncos,35,Shaw,38,"5,111",/contests/5367075/box_score,5367075,0,NA,NA
10/26/2024,Grand Valley St.,7,Ferris St. Bulldogs,34,"16,332",/contests/5367081/box_score,5367081,0,NA,NA
10/26/2024,Wingate,24,Catawba Catawba Indians,15,"3,287",/contests/5367082/box_score,5367082,0,NA,NA
10/26/2024,Harding Bisons,49,Southern Ark.,17,"5,400",/contests/5367086/box_score,5367086,0,NA,NA
10/26/2024,Savannah St.,27,Lane Dragons,28,"8,730",/contests/5367088/box_score,5367088,0,NA,NA
10/19/2024,West Ga.,41,Shorter Hawks,13,"5,327",/contests/5367089/box_score,5367089,0,NA,NA
10/26/2024,Newberry,41,Barton Bulldogs,25,"2,000",/contests/5367095/box_score,5367095,0,NA,NA
10/26/2024,Seton Hill,31,Clarion Golden Eagles,16,"1,250",/contests/5367096/box_score,5367096,0,NA,NA
10/26/2024,Black Hills St. Yellow Jackets,21,Chadron St.,18,"3,142",/contests/5367097/box_score,5367097,0,NA,NA
10/19/2024,North Greenville,52,Erskine The Flying Fleet,35,"1,850",/contests/5367102/box_score,5367102,0,NA,NA
10/26/2024,N.M. Highlands,44,Adams St. Grizzlies,27,"2,083",/contests/5367104/box_score,5367104,0,NA,NA
10/26/2024,Central Wash. Wildcats,42,Midwestern St.,21,"6,002",/contests/5367107/box_score,5367107,0,NA,NA
10/26/2024,Bluefield St. Big Blue,6,Virginia St.,45,"1,221",/contests/5367109/box_score,5367109,0,NA,NA
10/26/2024,Northeastern St. RiverHawks,48,Lincoln (CA),0,"4,976",/contests/5367111/box_score,5367111,0,NA,NA
10/26/2024,Angelo St. Rams,57,Sul Ross St.,10,"5,349",/contests/5367113/box_score,5367113,0,NA,NA
10/26/2024,West Tex. A&M,7,Tex. Permian Basin Falcons,21,"6,131",/contests/5367118/box_score,5367118,0,NA,NA
10/31/2024,Clarion Golden Eagles,22,Slippery Rock,38,"1,073",/contests/5367121/box_score,5367121,0,NA,NA
10/31/2024,Ouachita Baptist Tigers,17,Southern Nazarene,18,"1,581",/contests/5367122/box_score,5367122,0,NA,NA
10/31/2024,Harding Bisons,56,Southeastern Okla.,14,"1,900",/contests/5367124/box_score,5367124,0,NA,NA
11/02/2024,Franklin Pierce Ravens,28,St. Anselm,42,386,/contests/5367128/box_score,5367128,0,NA,NA
11/01/2024,American Int'l Yellow Jackets,27,Assumption,24,"1,642",/contests/5367134/box_score,5367134,0,NA,NA
11/02/2024,UNC Pembroke Braves,79,West Va. Wesleyan,20,"2,213",/contests/5367139/box_score,5367139,0,NA,NA
