school_name,links,team_id,year
Arkansas Tech,/teams/113193,113193,2018
Ashland,/teams/113109,113109,2018
Assumption,/teams/113110,113110,2018
Augustana (SD),/teams/113111,113111,2018
Azusa Pacific,/teams/113271,113271,2018
Bemidji St.,/teams/113112,113112,2018
Benedict,/teams/113113,113113,2018
Bentley,/teams/113114,113114,2018
Black Hills St.,/teams/113265,113265,2018
Bloomsburg,/teams/113115,113115,2018
Bowie St.,/teams/113116,113116,2018
CSU Pueblo,/teams/113228,113228,2018
Cal Poly Humboldt,/teams/113136,113136,2018
California (PA),/teams/113117,113117,2018
Carson-Newman,/teams/113194,113194,2018
Catawba,/teams/113195,113195,2018
Central Mo.,/teams/113118,113118,2018
Central Okla.,/teams/113196,113196,2018
Central St. (OH),/teams/113252,113252,2018
Central Wash.,/teams/113197,113197,2018
Chadron St.,/teams/113198,113198,2018
Charleston (WV),/teams/113199,113199,2018
Cheyney,/teams/113119,113119,2018
Chowan,/teams/113237,113237,2018
Clarion,/teams/113120,113120,2018
Clark Atlanta,/teams/113121,113121,2018
Colo. Sch. of Mines,/teams/113122,113122,2018
Colorado Mesa,/teams/113246,113246,2018
Concord,/teams/113200,113200,2018
Concordia-St. Paul,/teams/113242,113242,2018
Davenport,/teams/113277,113277,2018
Delta St.,/teams/113123,113123,2018
East Central,/teams/113238,113238,2018
East Stroudsburg,/teams/113124,113124,2018
East Texas A&M,/teams/113125,113125,2018
Eastern N.M.,/teams/113126,113126,2018
Edinboro,/teams/113127,113127,2018
Elizabeth City St.,/teams/113128,113128,2018
Emporia St.,/teams/113201,113201,2018
Fairmont St.,/teams/113202,113202,2018
Fayetteville St.,/teams/113129,113129,2018
Ferris St.,/teams/113130,113130,2018
Findlay,/teams/113203,113203,2018
Florida Tech,/teams/113131,113131,2018
Fort Hays St.,/teams/113239,113239,2018
Fort Lewis,/teams/113204,113204,2018
Fort Valley St.,/teams/113132,113132,2018
Gannon,/teams/113133,113133,2018
Glenville St.,/teams/113205,113205,2018
Grand Valley St.,/teams/113134,113134,2018
Harding,/teams/113206,113206,2018
Henderson St.,/teams/113207,113207,2018
Hillsdale,/teams/113135,113135,2018
Indiana (PA),/teams/113137,113137,2018
Johnson C. Smith,/teams/113139,113139,2018
Kentucky St.,/teams/113140,113140,2018
Kutztown,/teams/113142,113142,2018
Ky. Wesleyan,/teams/113141,113141,2018
LIU Post,/teams/113149,113149,2018
Lake Erie,/teams/113229,113229,2018
Lane,/teams/113143,113143,2018
Lenoir-Rhyne,/teams/113209,113209,2018
Limestone,/teams/113210,113210,2018
Lincoln (MO),/teams/113144,113144,2018
Lincoln (PA),/teams/113145,113145,2018
Lindenwood,/teams/113266,113266,2018
Livingstone,/teams/113147,113147,2018
Lock Haven,/teams/113148,113148,2018
MSU Moorhead,/teams/113213,113213,2018
Malone,/teams/113267,113267,2018
Mars Hill,/teams/113211,113211,2018
Mary,/teams/113254,113254,2018
McKendree,/teams/113268,113268,2018
Mercyhurst,/teams/113151,113151,2018
Merrimack,/teams/113152,113152,2018
Michigan Tech,/teams/113153,113153,2018
Midwestern St.,/teams/113212,113212,2018
Miles,/teams/113154,113154,2018
Millersville,/teams/113155,113155,2018
Minn. Duluth,/teams/113156,113156,2018
Minn.-Crookston,/teams/113251,113251,2018
Minnesota St.,/teams/113150,113150,2018
Minot St.,/teams/113261,113261,2018
Mississippi Col.,/teams/113157,113157,2018
Missouri S&T,/teams/113158,113158,2018
Missouri Western,/teams/113241,113241,2018
Mo. Southern St.,/teams/113240,113240,2018
Morehouse,/teams/113159,113159,2018
N.M. Highlands,/teams/113234,113234,2018
Neb.-Kearney,/teams/113208,113208,2018
New Haven,/teams/113160,113160,2018
Newberry,/teams/113214,113214,2018
North Ala.,/teams/113161,113161,2018
North Greenville,/teams/113243,113243,2018
Northeastern St.,/teams/113248,113248,2018
Northern Mich.,/teams/113163,113163,2018
Northern St.,/teams/113215,113215,2018
Northwest Mo. St.,/teams/113164,113164,2018
Northwestern Okla.,/teams/113274,113274,2018
Northwood,/teams/113165,113165,2018
Notre Dame (OH),/teams/113262,113262,2018
Ohio Dominican,/teams/113259,113259,2018
Okla. Baptist,/teams/113276,113276,2018
Ouachita Baptist,/teams/113216,113216,2018
Pace,/teams/113166,113166,2018
Pittsburg St.,/teams/113217,113217,2018
Quincy,/teams/113168,113168,2018
Saginaw Valley,/teams/113169,113169,2018
Saint Augustine's,/teams/113171,113171,2018
Seton Hill,/teams/113253,113253,2018
Shaw,/teams/113174,113174,2018
Shepherd,/teams/113245,113245,2018
Shippensburg,/teams/113175,113175,2018
Shorter,/teams/113272,113272,2018
Simon Fraser,/teams/113263,113263,2018
Sioux Falls,/teams/113264,113264,2018
Slippery Rock,/teams/113176,113176,2018
South Dakota Mines,/teams/113269,113269,2018
Southeastern Okla.,/teams/113218,113218,2018
Southern Ark.,/teams/113219,113219,2018
Southern Conn. St.,/teams/113177,113177,2018
Southern Nazarene,/teams/113273,113273,2018
Southwest Baptist,/teams/113230,113230,2018
Southwest Minn. St.,/teams/113235,113235,2018
Southwestern Okla.,/teams/113236,113236,2018
St. Anselm,/teams/113170,113170,2018
St. Cloud St.,/teams/113172,113172,2018
Stonehill,/teams/113178,113178,2018
Tarleton St.,/teams/113220,113220,2018
Tex. A&M-Kingsville,/teams/113179,113179,2018
Tex. Permian Basin,/teams/113255,113255,2018
Tiffin,/teams/113221,113221,2018
Truman St.,/teams/113162,113162,2018
Tusculum,/teams/113249,113249,2018
Tuskegee,/teams/113180,113180,2018
UIndy,/teams/113138,113138,2018
UNC Pembroke,/teams/113167,113167,2018
UVA Wise,/teams/113275,113275,2018
Upper Iowa,/teams/113181,113181,2018
Urbana,/teams/113258,113258,2018
Utah Tech,/teams/113257,113257,2018
Valdosta St.,/teams/113182,113182,2018
Virginia St.,/teams/113183,113183,2018
Virginia Union,/teams/113184,113184,2018
Walsh,/teams/113270,113270,2018
Washburn,/teams/113232,113232,2018
Wayne St. (MI),/teams/113185,113185,2018
Wayne St. (NE),/teams/113222,113222,2018
West Ala.,/teams/113146,113146,2018
West Chester,/teams/113186,113186,2018
West Florida,/teams/113247,113247,2018
West Ga.,/teams/113187,113187,2018
West Liberty,/teams/113223,113223,2018
West Tex. A&M,/teams/113188,113188,2018
West Va. Wesleyan,/teams/113244,113244,2018
West Virginia St.,/teams/113224,113224,2018
Western Colo.,/teams/113231,113231,2018
Western N.M.,/teams/113225,113225,2018
Western Ore.,/teams/113226,113226,2018
William Jewell,/teams/113260,113260,2018
Wingate,/teams/113227,113227,2018
Winona St.,/teams/113189,113189,2018
Winston-Salem,/teams/113190,113190,2018
Adams St.,/teams/450149,450149,2019
Albany St. (GA),/teams/450065,450065,2019
Alderson Broaddus,/teams/450150,450150,2019
American Int'l,/teams/450066,450066,2019
Angelo St.,/teams/450067,450067,2019
Ark.-Monticello,/teams/450191,450191,2019
Arkansas Tech,/teams/450151,450151,2019
Ashland,/teams/450068,450068,2019
Assumption,/teams/450069,450069,2019
Augustana (SD),/teams/450070,450070,2019
Azusa Pacific,/teams/450058,450058,2019
Bemidji St.,/teams/450071,450071,2019
Benedict,/teams/450072,450072,2019
Bentley,/teams/450073,450073,2019
Black Hills St.,/teams/450052,450052,2019
Bloomsburg,/teams/450074,450074,2019
Bowie St.,/teams/450075,450075,2019
CSU Pueblo,/teams/450186,450186,2019
Cal Poly Humboldt,/teams/450095,450095,2019
California (PA),/teams/450076,450076,2019
Carson-Newman,/teams/450152,450152,2019
Catawba,/teams/450153,450153,2019
Central Mo.,/teams/450077,450077,2019
Central Okla.,/teams/450154,450154,2019
Central St. (OH),/teams/450040,450040,2019
Central Wash.,/teams/450155,450155,2019
Chadron St.,/teams/450156,450156,2019
Charleston (WV),/teams/450157,450157,2019
Chowan,/teams/450195,450195,2019
Clarion,/teams/450079,450079,2019
Clark Atlanta,/teams/450080,450080,2019
Colo. Sch. of Mines,/teams/450081,450081,2019
Colorado Mesa,/teams/450204,450204,2019
Concord,/teams/450158,450158,2019
Concordia-St. Paul,/teams/450200,450200,2019
Davenport,/teams/450064,450064,2019
Delta St.,/teams/450082,450082,2019
East Central,/teams/450196,450196,2019
East Stroudsburg,/teams/450083,450083,2019
East Texas A&M,/teams/450084,450084,2019
Eastern N.M.,/teams/450085,450085,2019
Edinboro,/teams/450086,450086,2019
Elizabeth City St.,/teams/450087,450087,2019
Emporia St.,/teams/450159,450159,2019
Fairmont St.,/teams/450160,450160,2019
Fayetteville St.,/teams/450088,450088,2019
Ferris St.,/teams/450089,450089,2019
Findlay,/teams/450161,450161,2019
Florida Tech,/teams/450090,450090,2019
Fort Hays St.,/teams/450197,450197,2019
Fort Lewis,/teams/450162,450162,2019
Fort Valley St.,/teams/450091,450091,2019
Gannon,/teams/450092,450092,2019
Glenville St.,/teams/450163,450163,2019
Grand Valley St.,/teams/450093,450093,2019
Harding,/teams/450164,450164,2019
Henderson St.,/teams/450165,450165,2019
Hillsdale,/teams/450094,450094,2019
Indiana (PA),/teams/450096,450096,2019
Johnson C. Smith,/teams/450098,450098,2019
Kentucky St.,/teams/450099,450099,2019
Kutztown,/teams/450101,450101,2019
Ky. Wesleyan,/teams/450100,450100,2019
LIU Post,/teams/450108,450108,2019
Lake Erie,/teams/450187,450187,2019
Lane,/teams/450102,450102,2019
Lenoir-Rhyne,/teams/450167,450167,2019
Limestone,/teams/450168,450168,2019
Lincoln (MO),/teams/450103,450103,2019
Lincoln (PA),/teams/450104,450104,2019
Lindenwood,/teams/450053,450053,2019
Livingstone,/teams/450106,450106,2019
Lock Haven,/teams/450107,450107,2019
MSU Moorhead,/teams/450171,450171,2019
Malone,/teams/450054,450054,2019
Mars Hill,/teams/450169,450169,2019
Mary,/teams/450042,450042,2019
McKendree,/teams/450055,450055,2019
Mercyhurst,/teams/450110,450110,2019
Merrimack,/teams/450111,450111,2019
Michigan Tech,/teams/450112,450112,2019
Midwestern St.,/teams/450170,450170,2019
Miles,/teams/450113,450113,2019
Millersville,/teams/450114,450114,2019
Minn. Duluth,/teams/450115,450115,2019
Minn.-Crookston,/teams/450039,450039,2019
Minnesota St.,/teams/450109,450109,2019
Minot St.,/teams/450048,450048,2019
Mississippi Col.,/teams/450116,450116,2019
Missouri S&T,/teams/450117,450117,2019
Missouri Western,/teams/450199,450199,2019
Mo. Southern St.,/teams/450198,450198,2019
Morehouse,/teams/450118,450118,2019
N.M. Highlands,/teams/450192,450192,2019
Neb.-Kearney,/teams/450166,450166,2019
New Haven,/teams/450119,450119,2019
Newberry,/teams/450172,450172,2019
North Greenville,/teams/450201,450201,2019
Northeastern St.,/teams/450037,450037,2019
Northern Mich.,/teams/450122,450122,2019
Northern St.,/teams/450173,450173,2019
Northwest Mo. St.,/teams/450123,450123,2019
Northwestern Okla.,/teams/450061,450061,2019
Northwood,/teams/450124,450124,2019
Notre Dame (OH),/teams/450049,450049,2019
Ohio Dominican,/teams/450046,450046,2019
Okla. Baptist,/teams/450063,450063,2019
Ouachita Baptist,/teams/450174,450174,2019
Pace,/teams/450125,450125,2019
Pittsburg St.,/teams/450175,450175,2019
Quincy,/teams/450127,450127,2019
Saginaw Valley,/teams/450128,450128,2019
Saint Augustine's,/teams/450130,450130,2019
Seton Hill,/teams/450041,450041,2019
Shaw,/teams/450132,450132,2019
Shepherd,/teams/450203,450203,2019
Shippensburg,/teams/450133,450133,2019
Shorter,/teams/450059,450059,2019
Simon Fraser,/teams/450050,450050,2019
Sioux Falls,/teams/450051,450051,2019
Slippery Rock,/teams/450134,450134,2019
South Dakota Mines,/teams/450056,450056,2019
Southeastern Okla.,/teams/450176,450176,2019
Southern Ark.,/teams/450177,450177,2019
Southern Conn. St.,/teams/450135,450135,2019
Southern Nazarene,/teams/450060,450060,2019
Southwest Baptist,/teams/450188,450188,2019
Southwest Minn. St.,/teams/450193,450193,2019
Southwestern Okla.,/teams/450194,450194,2019
St. Anselm,/teams/450129,450129,2019
St. Cloud St.,/teams/450131,450131,2019
Stonehill,/teams/450136,450136,2019
Tarleton St.,/teams/450178,450178,2019
Tex. A&M-Kingsville,/teams/450137,450137,2019
Tex. Permian Basin,/teams/450043,450043,2019
Tiffin,/teams/450179,450179,2019
Truman St.,/teams/450121,450121,2019
Tusculum,/teams/450038,450038,2019
Tuskegee,/teams/450138,450138,2019
UIndy,/teams/450097,450097,2019
UNC Pembroke,/teams/450126,450126,2019
UVA Wise,/teams/450062,450062,2019
Upper Iowa,/teams/450139,450139,2019
Urbana,/teams/450045,450045,2019
Utah Tech,/teams/450044,450044,2019
Valdosta St.,/teams/450140,450140,2019
Virginia St.,/teams/450141,450141,2019
Virginia Union,/teams/450142,450142,2019
Walsh,/teams/450057,450057,2019
Washburn,/teams/450190,450190,2019
Wayne St. (MI),/teams/450143,450143,2019
Wayne St. (NE),/teams/450180,450180,2019
West Ala.,/teams/450105,450105,2019
West Chester,/teams/450144,450144,2019
West Florida,/teams/450036,450036,2019
West Ga.,/teams/450145,450145,2019
West Liberty,/teams/450181,450181,2019
West Tex. A&M,/teams/450146,450146,2019
West Va. Wesleyan,/teams/450202,450202,2019
West Virginia St.,/teams/450182,450182,2019
Western Colo.,/teams/450189,450189,2019
Western N.M.,/teams/450183,450183,2019
Western Ore.,/teams/450184,450184,2019
William Jewell,/teams/450047,450047,2019
Wingate,/teams/450185,450185,2019
Winona St.,/teams/450147,450147,2019
Winston-Salem,/teams/450148,450148,2019
Adams St.,/teams/478355,478355,2020
Albany St. (GA),/teams/478273,478273,2020
Alderson Broaddus,/teams/478356,478356,2020
American Int'l,/teams/478274,478274,2020
Angelo St.,/teams/478275,478275,2020
Ark.-Monticello,/teams/478397,478397,2020
Arkansas Tech,/teams/478357,478357,2020
Ashland,/teams/478276,478276,2020
Assumption,/teams/478277,478277,2020
Augustana (SD),/teams/478278,478278,2020
Azusa Pacific,/teams/478266,478266,2020
Bemidji St.,/teams/478279,478279,2020
Benedict,/teams/478280,478280,2020
Bentley,/teams/478281,478281,2020
Black Hills St.,/teams/478260,478260,2020
Bloomsburg,/teams/478282,478282,2020
Bowie St.,/teams/478283,478283,2020
CSU Pueblo,/teams/478392,478392,2020
California (PA),/teams/478284,478284,2020
Carson-Newman,/teams/478358,478358,2020
Catawba,/teams/478359,478359,2020
Central Mo.,/teams/478285,478285,2020
Central Okla.,/teams/478360,478360,2020
Central St. (OH),/teams/478248,478248,2020
Central Wash.,/teams/478361,478361,2020
Chadron St.,/teams/478362,478362,2020
Charleston (WV),/teams/478363,478363,2020
Chowan,/teams/478401,478401,2020
Clarion,/teams/478286,478286,2020
Clark Atlanta,/teams/478287,478287,2020
Colo. Sch. of Mines,/teams/478288,478288,2020
Colorado Mesa,/teams/478410,478410,2020
Concord,/teams/478364,478364,2020
Concordia-St. Paul,/teams/478406,478406,2020
Davenport,/teams/478272,478272,2020
Delta St.,/teams/478289,478289,2020
East Central,/teams/478402,478402,2020
East Stroudsburg,/teams/478290,478290,2020
East Texas A&M,/teams/478291,478291,2020
Eastern N.M.,/teams/478292,478292,2020
Edinboro,/teams/478293,478293,2020
Elizabeth City St.,/teams/478294,478294,2020
Emporia St.,/teams/478365,478365,2020
Fairmont St.,/teams/478366,478366,2020
Fayetteville St.,/teams/478295,478295,2020
Ferris St.,/teams/478296,478296,2020
Findlay,/teams/478367,478367,2020
Florida Tech,/teams/478297,478297,2020
Fort Hays St.,/teams/478403,478403,2020
Fort Lewis,/teams/478368,478368,2020
Fort Valley St.,/teams/478298,478298,2020
Franklin Pierce,/teams/478891,478891,2020
Frostburg St.,/teams/478472,478472,2020
Gannon,/teams/478299,478299,2020
Glenville St.,/teams/478369,478369,2020
Grand Valley St.,/teams/478300,478300,2020
Harding,/teams/478370,478370,2020
Henderson St.,/teams/478371,478371,2020
Hillsdale,/teams/478301,478301,2020
Indiana (PA),/teams/478303,478303,2020
Johnson C. Smith,/teams/478305,478305,2020
Kentucky St.,/teams/478306,478306,2020
Kutztown,/teams/478308,478308,2020
Ky. Wesleyan,/teams/478307,478307,2020
Lake Erie,/teams/478393,478393,2020
Lane,/teams/478309,478309,2020
Lenoir-Rhyne,/teams/478373,478373,2020
Limestone,/teams/478374,478374,2020
Lincoln (MO),/teams/478310,478310,2020
Lincoln (PA),/teams/478311,478311,2020
Lindenwood,/teams/478261,478261,2020
Livingstone,/teams/478313,478313,2020
Lock Haven,/teams/478314,478314,2020
MSU Moorhead,/teams/478377,478377,2020
Mars Hill,/teams/478375,478375,2020
Mary,/teams/478250,478250,2020
McKendree,/teams/478263,478263,2020
Mercyhurst,/teams/478317,478317,2020
Michigan Tech,/teams/478319,478319,2020
Midwestern St.,/teams/478376,478376,2020
Miles,/teams/478320,478320,2020
Millersville,/teams/478321,478321,2020
Minn. Duluth,/teams/478322,478322,2020
Minn.-Crookston,/teams/478247,478247,2020
Minnesota St.,/teams/478316,478316,2020
Minot St.,/teams/478256,478256,2020
Mississippi Col.,/teams/478323,478323,2020
Missouri S&T,/teams/478324,478324,2020
Missouri Western,/teams/478405,478405,2020
Mo. Southern St.,/teams/478404,478404,2020
Morehouse,/teams/478325,478325,2020
N.M. Highlands,/teams/478398,478398,2020
Neb.-Kearney,/teams/478372,478372,2020
New Haven,/teams/478326,478326,2020
Newberry,/teams/478378,478378,2020
North Greenville,/teams/478407,478407,2020
Northeastern St.,/teams/478245,478245,2020
Northern Mich.,/teams/478328,478328,2020
Northern St.,/teams/478379,478379,2020
Northwest Mo. St.,/teams/478329,478329,2020
Northwestern Okla.,/teams/478269,478269,2020
Northwood,/teams/478330,478330,2020
Notre Dame (OH),/teams/478257,478257,2020
Ohio Dominican,/teams/478254,478254,2020
Okla. Baptist,/teams/478271,478271,2020
Ouachita Baptist,/teams/478380,478380,2020
Pace,/teams/478331,478331,2020
Pittsburg St.,/teams/478381,478381,2020
Quincy,/teams/478333,478333,2020
Saginaw Valley,/teams/478334,478334,2020
Saint Augustine's,/teams/478336,478336,2020
Savannah St.,/teams/478206,478206,2020
Seton Hill,/teams/478249,478249,2020
Shaw,/teams/478338,478338,2020
Shepherd,/teams/478409,478409,2020
Shippensburg,/teams/478339,478339,2020
Shorter,/teams/478267,478267,2020
Simon Fraser,/teams/478258,478258,2020
Sioux Falls,/teams/478259,478259,2020
Slippery Rock,/teams/478340,478340,2020
South Dakota Mines,/teams/478264,478264,2020
Southeastern Okla.,/teams/478382,478382,2020
Southern Ark.,/teams/478383,478383,2020
Southern Conn. St.,/teams/478341,478341,2020
Southern Nazarene,/teams/478268,478268,2020
Southwest Baptist,/teams/478394,478394,2020
Southwest Minn. St.,/teams/478399,478399,2020
Southwestern Okla.,/teams/478400,478400,2020
St. Anselm,/teams/478335,478335,2020
St. Cloud St.,/teams/478337,478337,2020
Stonehill,/teams/478342,478342,2020
Tarleton St.,/teams/478384,478384,2020
Tex. A&M-Kingsville,/teams/478343,478343,2020
Tex. Permian Basin,/teams/478251,478251,2020
Tiffin,/teams/478385,478385,2020
Truman St.,/teams/478327,478327,2020
Tusculum,/teams/478246,478246,2020
Tuskegee,/teams/478344,478344,2020
UIndy,/teams/478304,478304,2020
UNC Pembroke,/teams/478332,478332,2020
UVA Wise,/teams/478270,478270,2020
Upper Iowa,/teams/478345,478345,2020
Urbana,/teams/478253,478253,2020
Utah Tech,/teams/478252,478252,2020
Valdosta St.,/teams/478346,478346,2020
Virginia St.,/teams/478347,478347,2020
Virginia Union,/teams/478348,478348,2020
Walsh,/teams/478265,478265,2020
Washburn,/teams/478396,478396,2020
Wayne St. (MI),/teams/478349,478349,2020
Wayne St. (NE),/teams/478386,478386,2020
West Ala.,/teams/478312,478312,2020
West Chester,/teams/478350,478350,2020
West Florida,/teams/478244,478244,2020
West Ga.,/teams/478351,478351,2020
West Liberty,/teams/478387,478387,2020
West Tex. A&M,/teams/478352,478352,2020
West Va. Wesleyan,/teams/478408,478408,2020
West Virginia St.,/teams/478388,478388,2020
Western Colo.,/teams/478395,478395,2020
Western N.M.,/teams/478389,478389,2020
Western Ore.,/teams/478390,478390,2020
Wheeling,/teams/483109,483109,2020
William Jewell,/teams/478255,478255,2020
Wingate,/teams/478391,478391,2020
Winona St.,/teams/478353,478353,2020
Winston-Salem,/teams/478354,478354,2020
Adams St.,/teams/499876,499876,2021
Albany St. (GA),/teams/499796,499796,2021
Alderson Broaddus,/teams/499877,499877,2021
American Int'l,/teams/499797,499797,2021
Angelo St.,/teams/499798,499798,2021
Ark.-Monticello,/teams/499918,499918,2021
Arkansas Tech,/teams/499878,499878,2021
Ashland,/teams/499799,499799,2021
Assumption,/teams/499800,499800,2021
Augustana (SD),/teams/499801,499801,2021
Azusa Pacific,/teams/499789,499789,2021
Barton,/teams/505390,505390,2021
Bemidji St.,/teams/499802,499802,2021
Benedict,/teams/499803,499803,2021
Bentley,/teams/499804,499804,2021
Black Hills St.,/teams/499784,499784,2021
Bloomsburg,/teams/499805,499805,2021
Bowie St.,/teams/499806,499806,2021
CSU Pueblo,/teams/499913,499913,2021
California (PA),/teams/499807,499807,2021
Carson-Newman,/teams/499879,499879,2021
Catawba,/teams/499880,499880,2021
Central Mo.,/teams/499808,499808,2021
Central Okla.,/teams/499881,499881,2021
Central St. (OH),/teams/499772,499772,2021
Central Wash.,/teams/499882,499882,2021
Chadron St.,/teams/499883,499883,2021
Charleston (WV),/teams/499884,499884,2021
Chowan,/teams/499922,499922,2021
Clarion,/teams/499810,499810,2021
Clark Atlanta,/teams/499811,499811,2021
Colo. Sch. of Mines,/teams/499812,499812,2021
Colorado Mesa,/teams/499931,499931,2021
Concord,/teams/499885,499885,2021
Concordia-St. Paul,/teams/499927,499927,2021
Davenport,/teams/499795,499795,2021
Delta St.,/teams/499813,499813,2021
East Central,/teams/499923,499923,2021
East Stroudsburg,/teams/499814,499814,2021
East Texas A&M,/teams/499815,499815,2021
Eastern N.M.,/teams/499816,499816,2021
Edinboro,/teams/499817,499817,2021
Elizabeth City St.,/teams/499818,499818,2021
Emporia St.,/teams/499886,499886,2021
Erskine,/teams/505392,505392,2021
Fairmont St.,/teams/499887,499887,2021
Fayetteville St.,/teams/499819,499819,2021
Ferris St.,/teams/499820,499820,2021
Findlay,/teams/499888,499888,2021
Fort Hays St.,/teams/499924,499924,2021
Fort Lewis,/teams/499889,499889,2021
Fort Valley St.,/teams/499822,499822,2021
Franklin Pierce,/teams/499933,499933,2021
Frostburg St.,/teams/499932,499932,2021
Gannon,/teams/499823,499823,2021
Glenville St.,/teams/499890,499890,2021
Grand Valley St.,/teams/499824,499824,2021
Harding,/teams/499891,499891,2021
Henderson St.,/teams/499892,499892,2021
Hillsdale,/teams/499825,499825,2021
Indiana (PA),/teams/499826,499826,2021
Johnson C. Smith,/teams/499828,499828,2021
Kentucky St.,/teams/499829,499829,2021
Kutztown,/teams/499831,499831,2021
Ky. Wesleyan,/teams/499830,499830,2021
Lake Erie,/teams/499914,499914,2021
Lane,/teams/499832,499832,2021
Lenoir-Rhyne,/teams/499894,499894,2021
Limestone,/teams/499895,499895,2021
Lincoln (MO),/teams/499833,499833,2021
Lincoln (PA),/teams/499834,499834,2021
Lindenwood,/teams/499785,499785,2021
Livingstone,/teams/499836,499836,2021
Lock Haven,/teams/499837,499837,2021
MSU Moorhead,/teams/499898,499898,2021
Mars Hill,/teams/499896,499896,2021
Mary,/teams/499774,499774,2021
McKendree,/teams/499786,499786,2021
Mercyhurst,/teams/499839,499839,2021
Michigan Tech,/teams/499840,499840,2021
Midwestern St.,/teams/499897,499897,2021
Miles,/teams/499841,499841,2021
Millersville,/teams/499842,499842,2021
Minn. Duluth,/teams/499843,499843,2021
Minnesota St.,/teams/499838,499838,2021
Minot St.,/teams/499780,499780,2021
Mississippi Col.,/teams/499844,499844,2021
Missouri S&T,/teams/499845,499845,2021
Missouri Western,/teams/499926,499926,2021
Mo. Southern St.,/teams/499925,499925,2021
Morehouse,/teams/499846,499846,2021
N.M. Highlands,/teams/499919,499919,2021
Neb.-Kearney,/teams/499893,499893,2021
New Haven,/teams/499847,499847,2021
Newberry,/teams/499899,499899,2021
North Greenville,/teams/499928,499928,2021
Northeastern St.,/teams/499769,499769,2021
Northern Mich.,/teams/499849,499849,2021
Northern St.,/teams/499900,499900,2021
Northwest Mo. St.,/teams/499850,499850,2021
Northwestern Okla.,/teams/499792,499792,2021
Northwood,/teams/499851,499851,2021
Notre Dame (OH),/teams/499781,499781,2021
Ohio Dominican,/teams/499778,499778,2021
Okla. Baptist,/teams/499794,499794,2021
Ouachita Baptist,/teams/499901,499901,2021
Pace,/teams/499852,499852,2021
Pittsburg St.,/teams/499902,499902,2021
Quincy,/teams/499854,499854,2021
Saginaw Valley,/teams/499855,499855,2021
Saint Augustine's,/teams/499857,499857,2021
Savannah St.,/teams/499767,499767,2021
Seton Hill,/teams/499773,499773,2021
Shaw,/teams/499859,499859,2021
Shepherd,/teams/499930,499930,2021
Shippensburg,/teams/499860,499860,2021
Shorter,/teams/499790,499790,2021
Simon Fraser,/teams/499782,499782,2021
Sioux Falls,/teams/499783,499783,2021
Slippery Rock,/teams/499861,499861,2021
South Dakota Mines,/teams/499787,499787,2021
Southeastern Okla.,/teams/499903,499903,2021
Southern Ark.,/teams/499904,499904,2021
Southern Conn. St.,/teams/499862,499862,2021
Southern Nazarene,/teams/499791,499791,2021
Southwest Baptist,/teams/499915,499915,2021
Southwest Minn. St.,/teams/499920,499920,2021
Southwestern Okla.,/teams/499921,499921,2021
St. Anselm,/teams/499856,499856,2021
Stonehill,/teams/499863,499863,2021
Tex. A&M-Kingsville,/teams/499864,499864,2021
Tex. Permian Basin,/teams/499775,499775,2021
Tiffin,/teams/499906,499906,2021
Truman St.,/teams/499848,499848,2021
Tusculum,/teams/499770,499770,2021
Tuskegee,/teams/499865,499865,2021
UIndy,/teams/499827,499827,2021
UNC Pembroke,/teams/499853,499853,2021
UVA Wise,/teams/499793,499793,2021
Upper Iowa,/teams/499866,499866,2021
Valdosta St.,/teams/499867,499867,2021
Virginia St.,/teams/499868,499868,2021
Virginia Union,/teams/499869,499869,2021
Walsh,/teams/499788,499788,2021
Washburn,/teams/499917,499917,2021
Wayne St. (MI),/teams/499870,499870,2021
Wayne St. (NE),/teams/499907,499907,2021
West Ala.,/teams/499835,499835,2021
West Chester,/teams/499871,499871,2021
West Florida,/teams/499768,499768,2021
West Ga.,/teams/499872,499872,2021
West Liberty,/teams/499908,499908,2021
West Tex. A&M,/teams/499873,499873,2021
West Va. Wesleyan,/teams/499929,499929,2021
West Virginia St.,/teams/499909,499909,2021
Western Colo.,/teams/499916,499916,2021
Western N.M.,/teams/499910,499910,2021
Western Ore.,/teams/499911,499911,2021
Wheeling,/teams/499766,499766,2021
William Jewell,/teams/499779,499779,2021
Wingate,/teams/499912,499912,2021
Winona St.,/teams/499874,499874,2021
Winston-Salem,/teams/499875,499875,2021
Adams St.,/teams/523865,523865,2022
Albany St. (GA),/teams/523606,523606,2022
Alderson Broaddus,/teams/523868,523868,2022
Allen,/teams/525082,525082,2022
American Int'l,/teams/523609,523609,2022
Angelo St.,/teams/523611,523611,2022
Ark.-Monticello,/teams/524005,524005,2022
Arkansas Tech,/teams/523871,523871,2022
Ashland,/teams/523615,523615,2022
Assumption,/teams/523619,523619,2022
Augustana (SD),/teams/523622,523622,2022
Barton,/teams/524061,524061,2022
Bemidji St.,/teams/523626,523626,2022
Benedict,/teams/523628,523628,2022
Bentley,/teams/523631,523631,2022
Black Hills St.,/teams/523565,523565,2022
Bloomsburg,/teams/523635,523635,2022
Bluefield St.,/teams/524537,524537,2022
Bowie St.,/teams/523639,523639,2022
CSU Pueblo,/teams/523987,523987,2022
California (PA),/teams/523642,523642,2022
Carson-Newman,/teams/523875,523875,2022
Catawba,/teams/523878,523878,2022
Central Mo.,/teams/523646,523646,2022
